,name,lable
80,imgs_masked/3421_2_Demonstration_Political_Rally_2_864_4_surgical.png,1.0
81,imgs_masked/3420_4_Dancing_Dancing_4_317_6_surgical.png,1.0
82,imgs_masked/3416_18_Concerts_Concerts_18_922_9_surgical.png,1.0
83,imgs_masked/341_12_Group_Group_12_Group_Group_12_29_5_surgical.png,1.0
84,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_7_surgical.png,1.0
85,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_8_surgical.png,1.0
86,imgs_masked/3420_4_Dancing_Dancing_4_317_2_surgical.png,1.0
87,imgs_masked/3415_31_Waiter_Waitress_Waiter_Waitress_31_368_6_surgical.png,1.0
88,imgs_masked/3415_31_Waiter_Waitress_Waiter_Waitress_31_368_5_surgical.png,1.0
89,imgs_masked/3417_15_Stock_Market_Stock_Market_15_395_8_surgical.png,1.0
90,imgs_masked/3417_15_Stock_Market_Stock_Market_15_395_3_surgical.png,1.0
91,imgs_masked/3420_4_Dancing_Dancing_4_317_1_surgical.png,1.0
92,imgs_masked/3419_9_Press_Conference_Press_Conference_9_302_4_surgical.png,1.0
93,imgs_masked/3417_15_Stock_Market_Stock_Market_15_395_6_surgical.png,1.0
94,imgs_masked/3420_4_Dancing_Dancing_4_317_4_surgical.png,1.0
95,imgs_masked/3419_9_Press_Conference_Press_Conference_9_302_9_surgical.png,1.0
96,imgs_masked/3416_18_Concerts_Concerts_18_922_7_surgical.png,1.0
97,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_9_surgical.png,1.0
98,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_0_surgical.png,1.0
99,imgs_masked/3416_18_Concerts_Concerts_18_922_1_surgical.png,1.0
100,imgs_masked/341_12_Group_Group_12_Group_Group_12_29_2_surgical.png,1.0
101,imgs_masked/3419_9_Press_Conference_Press_Conference_9_302_5_surgical.png,1.0
102,imgs_masked/341_12_Group_Group_12_Group_Group_12_29_7_surgical.png,1.0
103,imgs_masked/341_12_Group_Group_12_Group_Group_12_29_3_surgical.png,1.0
104,imgs_masked/3416_18_Concerts_Concerts_18_922_6_surgical.png,1.0
105,imgs_masked/3419_9_Press_Conference_Press_Conference_9_302_0_surgical.png,1.0
106,imgs_masked/341_12_Group_Group_12_Group_Group_12_29_6_surgical.png,1.0
107,imgs_masked/3416_18_Concerts_Concerts_18_922_4_surgical.png,1.0
108,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_1_surgical.png,1.0
109,imgs_masked/3419_9_Press_Conference_Press_Conference_9_302_6_surgical.png,1.0
110,imgs_masked/3421_2_Demonstration_Political_Rally_2_864_3_surgical.png,1.0
111,imgs_masked/3415_31_Waiter_Waitress_Waiter_Waitress_31_368_8_surgical.png,1.0
112,imgs_masked/3420_4_Dancing_Dancing_4_317_3_surgical.png,1.0
113,imgs_masked/3415_31_Waiter_Waitress_Waiter_Waitress_31_368_9_surgical.png,1.0
114,imgs_masked/3416_18_Concerts_Concerts_18_922_0_surgical.png,1.0
115,imgs_masked/3417_15_Stock_Market_Stock_Market_15_395_5_surgical.png,1.0
116,imgs_masked/3416_18_Concerts_Concerts_18_922_2_surgical.png,1.0
117,imgs_masked/3416_18_Concerts_Concerts_18_922_5_surgical.png,1.0
118,imgs_masked/3415_31_Waiter_Waitress_Waiter_Waitress_31_368_7_surgical.png,1.0
119,imgs_masked/3417_15_Stock_Market_Stock_Market_15_395_7_surgical.png,1.0
120,imgs_masked/3420_4_Dancing_Dancing_4_317_0_surgical.png,1.0
121,imgs_masked/3418_8_Election_Campain_Election_Campaign_8_522_5_surgical.png,1.0
122,imgs_masked/3429_21_Festival_Festival_21_221_1_surgical.png,1.0
123,imgs_masked/3423_20_Family_Group_Family_Group_20_750_5_surgical.png,1.0
124,imgs_masked/3425_23_Shoppers_Shoppers_23_753_9_surgical.png,1.0
125,imgs_masked/3428_17_Ceremony_Ceremony_17_141_2_surgical.png,1.0
126,imgs_masked/3425_23_Shoppers_Shoppers_23_753_8_surgical.png,1.0
127,imgs_masked/3426_41_Swimming_Swimmer_41_831_0_surgical.png,1.0
128,imgs_masked/3422_18_Concerts_Concerts_18_148_7_surgical.png,1.0
129,imgs_masked/3422_18_Concerts_Concerts_18_148_1_surgical.png,1.0
130,imgs_masked/3424_14_Traffic_Traffic_14_690_5_surgical.png,1.0
131,imgs_masked/3426_41_Swimming_Swimmer_41_831_2_surgical.png,1.0
132,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_6_surgical.png,1.0
133,imgs_masked/3426_41_Swimming_Swimmer_41_831_3_surgical.png,1.0
134,imgs_masked/3422_18_Concerts_Concerts_18_148_5_surgical.png,1.0
135,imgs_masked/3425_23_Shoppers_Shoppers_23_753_2_surgical.png,1.0
136,imgs_masked/3429_21_Festival_Festival_21_221_2_surgical.png,1.0
137,imgs_masked/3423_20_Family_Group_Family_Group_20_750_4_surgical.png,1.0
138,imgs_masked/3421_2_Demonstration_Political_Rally_2_864_6_surgical.png,1.0
139,imgs_masked/3426_41_Swimming_Swimmer_41_831_8_surgical.png,1.0
140,imgs_masked/3425_23_Shoppers_Shoppers_23_753_7_surgical.png,1.0
141,imgs_masked/3426_41_Swimming_Swimmer_41_831_7_surgical.png,1.0
142,imgs_masked/3428_17_Ceremony_Ceremony_17_141_1_surgical.png,1.0
143,imgs_masked/3425_23_Shoppers_Shoppers_23_753_5_surgical.png,1.0
144,imgs_masked/3421_2_Demonstration_Political_Rally_2_864_8_surgical.png,1.0
145,imgs_masked/3423_20_Family_Group_Family_Group_20_750_2_surgical.png,1.0
146,imgs_masked/3426_41_Swimming_Swimmer_41_831_5_surgical.png,1.0
147,imgs_masked/3424_14_Traffic_Traffic_14_690_7_surgical.png,1.0
148,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_5_surgical.png,1.0
149,imgs_masked/3423_20_Family_Group_Family_Group_20_750_9_surgical.png,1.0
150,imgs_masked/3426_41_Swimming_Swimmer_41_831_4_surgical.png,1.0
151,imgs_masked/3428_17_Ceremony_Ceremony_17_141_3_surgical.png,1.0
152,imgs_masked/3424_14_Traffic_Traffic_14_690_4_surgical.png,1.0
153,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_7_surgical.png,1.0
154,imgs_masked/3428_17_Ceremony_Ceremony_17_141_0_surgical.png,1.0
155,imgs_masked/3425_23_Shoppers_Shoppers_23_753_4_surgical.png,1.0
156,imgs_masked/3428_17_Ceremony_Ceremony_17_141_4_surgical.png,1.0
157,imgs_masked/3428_17_Ceremony_Ceremony_17_141_8_surgical.png,1.0
158,imgs_masked/3429_21_Festival_Festival_21_221_3_surgical.png,1.0
159,imgs_masked/3429_21_Festival_Festival_21_221_5_surgical.png,1.0
160,imgs_masked/3422_18_Concerts_Concerts_18_148_8_surgical.png,1.0
161,imgs_masked/3428_17_Ceremony_Ceremony_17_141_6_surgical.png,1.0
162,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_8_surgical.png,1.0
163,imgs_masked/3429_21_Festival_Festival_21_221_4_surgical.png,1.0
164,imgs_masked/3428_17_Ceremony_Ceremony_17_141_9_surgical.png,1.0
165,imgs_masked/3425_23_Shoppers_Shoppers_23_753_0_surgical.png,1.0
166,imgs_masked/3422_18_Concerts_Concerts_18_148_0_surgical.png,1.0
167,imgs_masked/3429_21_Festival_Festival_21_221_7_surgical.png,1.0
168,imgs_masked/3424_14_Traffic_Traffic_14_690_9_surgical.png,1.0
169,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_4_surgical.png,1.0
170,imgs_masked/3422_18_Concerts_Concerts_18_148_2_surgical.png,1.0
171,imgs_masked/3423_20_Family_Group_Family_Group_20_750_7_surgical.png,1.0
172,imgs_masked/3423_20_Family_Group_Family_Group_20_750_0_surgical.png,1.0
173,imgs_masked/3426_41_Swimming_Swimmer_41_831_1_surgical.png,1.0
174,imgs_masked/3426_41_Swimming_Swimmer_41_831_6_surgical.png,1.0
175,imgs_masked/3425_23_Shoppers_Shoppers_23_753_1_surgical.png,1.0
176,imgs_masked/3425_23_Shoppers_Shoppers_23_753_3_surgical.png,1.0
177,imgs_masked/3425_23_Shoppers_Shoppers_23_753_6_surgical.png,1.0
178,imgs_masked/3426_41_Swimming_Swimmer_41_831_9_surgical.png,1.0
179,imgs_masked/3428_17_Ceremony_Ceremony_17_141_5_surgical.png,1.0
180,imgs_masked/3428_17_Ceremony_Ceremony_17_141_7_surgical.png,1.0
181,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_3_surgical.png,1.0
182,imgs_masked/3427_2_Demonstration_Demonstrators_2_132_0_surgical.png,1.0
183,imgs_masked/3421_2_Demonstration_Political_Rally_2_864_7_surgical.png,1.0
184,imgs_masked/3436_51_Dresses_wearingdress_51_492_7_surgical.png,1.0
185,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_1_surgical.png,1.0
186,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_0_surgical.png,1.0
187,imgs_masked/3429_21_Festival_Festival_21_221_9_surgical.png,1.0
188,imgs_masked/3436_51_Dresses_wearingdress_51_492_5_surgical.png,1.0
189,imgs_masked/3436_51_Dresses_wearingdress_51_492_3_surgical.png,1.0
190,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_5_surgical.png,1.0
191,imgs_masked/342_41_Swimming_Swimmer_41_777_4_surgical.png,1.0
192,imgs_masked/342_41_Swimming_Swimmer_41_777_5_surgical.png,1.0
193,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_6_surgical.png,1.0
194,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_0_surgical.png,1.0
195,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_6_surgical.png,1.0
196,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_9_surgical.png,1.0
197,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_4_surgical.png,1.0
198,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_4_surgical.png,1.0
199,imgs_masked/3430_19_Couple_Couple_19_518_2_surgical.png,1.0
200,imgs_masked/342_41_Swimming_Swimmer_41_777_8_surgical.png,1.0
201,imgs_masked/3430_19_Couple_Couple_19_518_4_surgical.png,1.0
202,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_9_surgical.png,1.0
203,imgs_masked/342_41_Swimming_Swimmer_41_777_1_surgical.png,1.0
204,imgs_masked/3429_21_Festival_Festival_21_221_8_surgical.png,1.0
205,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_5_surgical.png,1.0
206,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_3_surgical.png,1.0
207,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_2_surgical.png,1.0
208,imgs_masked/3436_51_Dresses_wearingdress_51_492_1_surgical.png,1.0
209,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_2_surgical.png,1.0
210,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_7_surgical.png,1.0
211,imgs_masked/3436_51_Dresses_wearingdress_51_492_0_surgical.png,1.0
212,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_8_surgical.png,1.0
213,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_0_surgical.png,1.0
214,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_0_surgical.png,1.0
215,imgs_masked/3436_51_Dresses_wearingdress_51_492_4_surgical.png,1.0
216,imgs_masked/342_41_Swimming_Swimmer_41_777_2_surgical.png,1.0
217,imgs_masked/3436_51_Dresses_wearingdress_51_492_9_surgical.png,1.0
218,imgs_masked/3430_19_Couple_Couple_19_518_3_surgical.png,1.0
219,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_3_surgical.png,1.0
220,imgs_masked/3436_51_Dresses_wearingdress_51_492_2_surgical.png,1.0
221,imgs_masked/342_41_Swimming_Swimmer_41_777_9_surgical.png,1.0
222,imgs_masked/3430_19_Couple_Couple_19_518_7_surgical.png,1.0
223,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_4_surgical.png,1.0
224,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_8_surgical.png,1.0
225,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_9_surgical.png,1.0
226,imgs_masked/3430_19_Couple_Couple_19_518_9_surgical.png,1.0
227,imgs_masked/3430_19_Couple_Couple_19_518_1_surgical.png,1.0
228,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_3_surgical.png,1.0
229,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_2_surgical.png,1.0
230,imgs_masked/3435_13_Interview_Interview_On_Location_13_605_7_surgical.png,1.0
231,imgs_masked/342_41_Swimming_Swimmer_41_777_3_surgical.png,1.0
232,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_5_surgical.png,1.0
233,imgs_masked/3430_19_Couple_Couple_19_518_6_surgical.png,1.0
234,imgs_masked/3430_19_Couple_Couple_19_518_0_surgical.png,1.0
235,imgs_masked/3436_51_Dresses_wearingdress_51_492_8_surgical.png,1.0
236,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_8_surgical.png,1.0
237,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_1_surgical.png,1.0
238,imgs_masked/3430_19_Couple_Couple_19_518_8_surgical.png,1.0
239,imgs_masked/342_41_Swimming_Swimmer_41_777_7_surgical.png,1.0
240,imgs_masked/3436_51_Dresses_wearingdress_51_492_6_surgical.png,1.0
241,imgs_masked/342_41_Swimming_Swimmer_41_777_6_surgical.png,1.0
242,imgs_masked/3433_41_Swimming_Swimmer_41_140_5_surgical.png,1.0
243,imgs_masked/342_41_Swimming_Swimmer_41_777_0_surgical.png,1.0
244,imgs_masked/3434_12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_176_6_surgical.png,1.0
245,imgs_masked/3432_12_Group_Group_12_Group_Group_12_277_7_surgical.png,1.0
246,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_3_surgical.png,1.0
247,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_9_surgical.png,1.0
248,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_5_surgical.png,1.0
249,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_9_surgical.png,1.0
250,imgs_masked/3444_23_Shoppers_Shoppers_23_643_0_surgical.png,1.0
251,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_8_surgical.png,1.0
252,imgs_masked/3443_4_Dancing_Dancing_4_685_9_surgical.png,1.0
253,imgs_masked/3443_4_Dancing_Dancing_4_685_2_surgical.png,1.0
254,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_7_surgical.png,1.0
255,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_8_surgical.png,1.0
256,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_7_surgical.png,1.0
257,imgs_masked/3443_4_Dancing_Dancing_4_685_5_surgical.png,1.0
258,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_2_surgical.png,1.0
259,imgs_masked/343_36_Football_Football_36_186_1_surgical.png,1.0
260,imgs_masked/343_36_Football_Football_36_186_0_surgical.png,1.0
261,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_4_surgical.png,1.0
262,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_9_surgical.png,1.0
263,imgs_masked/3440_44_Aerobics_Aerobics_44_94_7_surgical.png,1.0
264,imgs_masked/343_36_Football_Football_36_186_5_surgical.png,1.0
265,imgs_masked/3443_4_Dancing_Dancing_4_685_8_surgical.png,1.0
266,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_6_surgical.png,1.0
267,imgs_masked/343_36_Football_Football_36_186_4_surgical.png,1.0
268,imgs_masked/343_36_Football_Football_36_186_6_surgical.png,1.0
269,imgs_masked/343_36_Football_Football_36_186_7_surgical.png,1.0
270,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_1_surgical.png,1.0
271,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_8_surgical.png,1.0
272,imgs_masked/343_36_Football_Football_36_186_9_surgical.png,1.0
273,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_5_surgical.png,1.0
274,imgs_masked/3440_44_Aerobics_Aerobics_44_94_5_surgical.png,1.0
275,imgs_masked/3443_4_Dancing_Dancing_4_685_3_surgical.png,1.0
276,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_6_surgical.png,1.0
277,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_1_surgical.png,1.0
278,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_0_surgical.png,1.0
279,imgs_masked/343_36_Football_Football_36_186_2_surgical.png,1.0
280,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_2_surgical.png,1.0
281,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_4_surgical.png,1.0
282,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_8_surgical.png,1.0
283,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_4_surgical.png,1.0
284,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_2_surgical.png,1.0
285,imgs_masked/343_36_Football_Football_36_186_3_surgical.png,1.0
286,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_3_surgical.png,1.0
287,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_5_surgical.png,1.0
288,imgs_masked/3440_44_Aerobics_Aerobics_44_94_0_surgical.png,1.0
289,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_9_surgical.png,1.0
290,imgs_masked/3440_44_Aerobics_Aerobics_44_94_6_surgical.png,1.0
291,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_6_surgical.png,1.0
292,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_5_surgical.png,1.0
293,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_1_surgical.png,1.0
294,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_3_surgical.png,1.0
295,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_0_surgical.png,1.0
296,imgs_masked/343_36_Football_Football_36_186_8_surgical.png,1.0
297,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_6_surgical.png,1.0
298,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_4_surgical.png,1.0
299,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_2_surgical.png,1.0
300,imgs_masked/3439_50_Celebration_Or_Party_houseparty_50_321_7_surgical.png,1.0
301,imgs_masked/3442_8_Election_Campain_Election_Campaign_8_557_0_surgical.png,1.0
302,imgs_masked/3443_4_Dancing_Dancing_4_685_0_surgical.png,1.0
303,imgs_masked/3443_4_Dancing_Dancing_4_685_6_surgical.png,1.0
304,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_5_surgical.png,1.0
305,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_0_surgical.png,1.0
306,imgs_masked/3437_12_Group_Large_Group_12_Group_Large_Group_12_118_8_surgical.png,1.0
307,imgs_masked/3438_29_Students_Schoolkids_Students_Schoolkids_29_222_7_surgical.png,1.0
308,imgs_masked/3441_2_Demonstration_Demonstration_Or_Protest_2_556_1_surgical.png,1.0
309,imgs_masked/3449_12_Group_Large_Group_12_Group_Large_Group_12_535_3_surgical.png,1.0
310,imgs_masked/3447_2_Demonstration_Political_Rally_2_855_2_surgical.png,1.0
311,imgs_masked/3449_12_Group_Large_Group_12_Group_Large_Group_12_535_9_surgical.png,1.0
312,imgs_masked/3444_23_Shoppers_Shoppers_23_643_4_surgical.png,1.0
313,imgs_masked/3451_41_Swimming_Swimmer_41_266_7_surgical.png,1.0
314,imgs_masked/3449_12_Group_Large_Group_12_Group_Large_Group_12_535_1_surgical.png,1.0
315,imgs_masked/3448_44_Aerobics_Aerobics_44_106_7_surgical.png,1.0
316,imgs_masked/3447_2_Demonstration_Political_Rally_2_855_3_surgical.png,1.0
317,imgs_masked/3446_16_Award_Ceremony_Awards_Ceremony_16_426_1_surgical.png,1.0
318,imgs_masked/344_35_Basketball_basketballgame_ball_35_200_6_surgical.png,1.0
